transaction_id,transaction_date,entity,business_unit,cost_center,account_code,account_name,account_category,scenario,amount,currency,source_system
TXN0008658,2024-09-06,France,Retail,Sales,6300,Travel & Expenses,OPEX,Budget,-8556.51,EUR,CRM
TXN0000020,2023-11-26,Germany,B2B,Corporate Sales,6100,Salaries,OPEX,Budget,-6811.71,EUR,ERP
TXN0016138,2023-04-02,France,Digital,Marketing,6300,Travel & Expenses,OPEX,Actual,-7020.03,EUR,ERP
TXN0019415,2024-03-05,Germany,Digital,IT & Data,6200,Cloud & Software,OPEX,Actual,-2323.64,EUR,ERP
TXN0015485,2024-03-07,France,Retail,Sales,6400,Marketing Spend,OPEX,Actual,-18156.25,EUR,ERP
TXN0017580,2024-08-21,Germany,Retail,Sales,6400,Marketing Spend,OPEX,Actual,-5529.42,EUR,ERP
TXN0010830,2024-06-15,Spain,Digital,Marketing,6400,Marketing Spend,OPEX,Budget,-6813.85,EUR,ERP
TXN0019207,2024-12-18,Spain,Digital,Marketing,6100,Salaries,OPEX,Actual,-9216.79,EUR,ERP
TXN0016549,2024-10-16,France,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-12786.05,EUR,ERP
TXN0008627,2024-07-26,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,28149.74,EUR,Planning
TXN0002488,2023-02-10,France,Digital,Marketing,6100,Salaries,OPEX,Budget,-4261.34,EUR,ERP
TXN0011626,2024-05-11,France,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-22320.37,EUR,ERP
TXN0005355,2024-07-27,France,B2B,Finance,4010,Service Revenue,Revenue,Budget,28010.23,EUR,Planning
TXN0016604,2023-10-15,France,B2B,Finance,6300,Travel & Expenses,OPEX,Actual,-16373.06,EUR,CRM
TXN0006149,2023-03-12,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-23705.48,EUR,ERP
TXN0003324,2024-04-12,Spain,B2B,Corporate Sales,6300,Travel & Expenses,OPEX,Actual,-6839.86,EUR,CRM
TXN0011712,2024-08-22,Spain,B2B,Finance,6100,Salaries,OPEX,Actual,-5668.5,EUR,CRM
TXN0010367,2023-06-28,France,Retail,Sales,4010,Service Revenue,Revenue,Actual,35268.02,EUR,ERP
TXN0015193,2024-04-30,France,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,108528.37,EUR,ERP
TXN0004157,2024-05-31,Germany,Digital,Marketing,6500,Professional Services,OPEX,Budget,-5892.51,EUR,Planning
TXN0015808,2024-04-29,Germany,Retail,Retail Operations,6300,Travel & Expenses,OPEX,Actual,-5894.69,EUR,CRM
TXN0019894,2024-08-21,Germany,Retail,Sales,6100,Salaries,OPEX,Budget,-5258.81,EUR,CRM
TXN0012185,2023-02-07,Spain,B2B,Corporate Sales,6200,Cloud & Software,OPEX,Actual,-11085.95,EUR,ERP
TXN0010727,2024-08-04,France,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,40843.04,EUR,ERP
TXN0010206,2023-01-17,Spain,Retail,Sales,4000,Product Revenue,Revenue,Budget,68733.72,EUR,CRM
TXN0006351,2023-09-07,France,B2B,Finance,6100,Salaries,OPEX,Actual,-4951.17,EUR,Planning
TXN0004451,2024-09-19,Spain,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-2319.71,EUR,CRM
TXN0018599,2024-01-08,Germany,Digital,Marketing,4000,Product Revenue,Revenue,Actual,35612.43,EUR,CRM
TXN0019758,2023-05-09,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-42014.04,EUR,ERP
TXN0002959,2024-01-10,Spain,Retail,Sales,5000,Cost of Goods Sold,COGS,Budget,-17577.51,EUR,ERP
TXN0014655,2023-10-09,Spain,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-10073.66,EUR,ERP
TXN0019687,2024-12-29,France,B2B,Finance,4010,Service Revenue,Revenue,Budget,23218.35,EUR,ERP
TXN0005447,2024-05-03,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,30320.56,EUR,ERP
TXN0008524,2024-10-10,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,42333.45,EUR,ERP
TXN0019858,2024-08-03,Germany,B2B,Corporate Sales,6200,Cloud & Software,OPEX,Budget,-40587.45,EUR,ERP
TXN0016753,2023-06-11,Germany,Retail,Retail Operations,6300,Travel & Expenses,OPEX,Actual,-7946.5,EUR,ERP
TXN0016792,2024-01-30,Spain,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-13111.31,EUR,ERP
TXN0009396,2023-12-16,Germany,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Budget,-20171.46,EUR,ERP
TXN0003861,2024-02-02,Germany,Retail,Sales,6200,Cloud & Software,OPEX,Budget,-4215.68,EUR,ERP
TXN0012441,2023-10-24,France,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,21921.19,EUR,ERP
TXN0016505,2024-08-11,Germany,Retail,Sales,4010,Service Revenue,Revenue,Budget,35584.95,EUR,ERP
TXN0004875,2023-05-20,France,B2B,Finance,6200,Cloud & Software,OPEX,Budget,-13770.38,EUR,Planning
TXN0012777,2024-11-03,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-5456.7,EUR,ERP
TXN0001984,2024-07-02,France,B2B,Corporate Sales,6200,Cloud & Software,OPEX,Budget,-7870.65,EUR,ERP
TXN0014539,2024-05-12,France,Retail,Sales,6100,Salaries,OPEX,Budget,-3094.59,EUR,Planning
TXN0018463,2024-04-13,France,Retail,Retail Operations,6400,Marketing Spend,OPEX,Budget,-4468.9,EUR,ERP
TXN0009048,2024-09-13,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Actual,-14592.11,EUR,CRM
TXN0009199,2023-01-10,Germany,Digital,IT & Data,6400,Marketing Spend,OPEX,Actual,-4112.08,EUR,Planning
TXN0004505,2023-01-13,Germany,Digital,Marketing,6100,Salaries,OPEX,Actual,-9221.59,EUR,Planning
TXN0007018,2024-05-13,Germany,Digital,IT & Data,4010,Service Revenue,Revenue,Actual,38482.01,EUR,ERP
TXN0013588,2024-03-01,Germany,Digital,IT & Data,6300,Travel & Expenses,OPEX,Actual,-57178.17,EUR,ERP
TXN0018227,2024-08-01,Spain,B2B,Finance,4010,Service Revenue,Revenue,Actual,17214.99,EUR,ERP
TXN0000658,2024-04-07,Germany,Retail,Retail Operations,6400,Marketing Spend,OPEX,Budget,-18340.87,EUR,Planning
TXN0012898,2024-05-14,France,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,10608.73,EUR,ERP
TXN0000752,2023-04-19,France,B2B,Corporate Sales,4010,Service Revenue,Revenue,Actual,86246.48,EUR,ERP
TXN0002082,2023-03-09,Spain,Digital,Marketing,6100,Salaries,OPEX,Budget,-2682.98,EUR,CRM
TXN0012241,2023-06-18,France,Digital,Marketing,4000,Product Revenue,Revenue,Actual,135904.71,EUR,ERP
TXN0011659,2024-01-14,Germany,Retail,Sales,6200,Cloud & Software,OPEX,Budget,-6488.64,EUR,ERP
TXN0015274,2023-12-30,France,Retail,Sales,6500,Professional Services,OPEX,Budget,-8894.11,EUR,Planning
TXN0013061,2023-08-01,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,22007.25,EUR,CRM
TXN0000844,2023-01-27,Spain,Retail,Sales,4000,Product Revenue,Revenue,Actual,29835.37,EUR,ERP
TXN0010549,2023-10-28,Germany,B2B,Finance,5000,Cost of Goods Sold,COGS,Actual,-53421.71,EUR,ERP
TXN0007361,2023-02-15,Spain,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-19387.82,EUR,ERP
TXN0013586,2024-06-06,Germany,Retail,Sales,6100,Salaries,OPEX,Actual,-5284.26,EUR,CRM
TXN0003913,2023-05-20,Spain,B2B,Corporate Sales,6200,Cloud & Software,OPEX,Actual,-3210.73,EUR,ERP
TXN0018858,2024-05-18,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-15957.94,EUR,CRM
TXN0006016,2023-03-22,France,B2B,Finance,6400,Marketing Spend,OPEX,Budget,-4174.76,EUR,ERP
TXN0005129,2024-05-09,France,Retail,Sales,6400,Marketing Spend,OPEX,Actual,-8752.06,EUR,Planning
TXN0011767,2024-06-04,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-28902.19,EUR,ERP
TXN0010900,2023-11-22,France,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-42260.64,EUR,Planning
TXN0007218,2023-05-26,Spain,Digital,Marketing,6500,Professional Services,OPEX,Actual,-2150.9,EUR,Planning
TXN0000554,2023-08-21,France,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-27508.35,EUR,ERP
TXN0011244,2023-08-16,France,Digital,IT & Data,6300,Travel & Expenses,OPEX,Actual,-6090.63,EUR,ERP
TXN0019982,2023-08-02,France,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-7108.2,EUR,CRM
TXN0005150,2024-02-03,Spain,B2B,Finance,6500,Professional Services,OPEX,Budget,-4458.81,EUR,ERP
TXN0015785,2023-11-06,Germany,B2B,Finance,6200,Cloud & Software,OPEX,Budget,-27206.66,EUR,ERP
TXN0011119,2023-08-03,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Budget,-15061.22,EUR,Planning
TXN0000577,2024-11-07,Spain,B2B,Finance,6100,Salaries,OPEX,Actual,-2549.47,EUR,ERP
TXN0013022,2024-07-28,Germany,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-15975.19,EUR,ERP
TXN0008836,2023-01-11,Germany,Retail,Sales,4010,Service Revenue,Revenue,Actual,8955.7,EUR,Planning
TXN0014814,2024-12-02,France,Retail,Sales,6100,Salaries,OPEX,Budget,-9440.66,EUR,CRM
TXN0000048,2024-10-14,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Budget,-9148.17,EUR,CRM
TXN0015460,2023-04-22,Spain,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-23746.18,EUR,ERP
TXN0007609,2023-07-19,Germany,Retail,Sales,4000,Product Revenue,Revenue,Budget,90697.86,EUR,CRM
TXN0008566,2024-03-25,Germany,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,21581.33,EUR,ERP
TXN0015328,2024-11-14,Germany,B2B,Finance,5000,Cost of Goods Sold,COGS,Actual,-45254.45,EUR,ERP
TXN0013990,2024-08-05,Germany,B2B,Finance,4010,Service Revenue,Revenue,Budget,23853.58,EUR,CRM
TXN0009052,2024-02-12,France,Retail,Sales,4000,Product Revenue,Revenue,Budget,83915.62,EUR,ERP
TXN0001216,2023-03-25,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-55862.67,EUR,ERP
TXN0009478,2023-04-06,Germany,Digital,Marketing,6200,Cloud & Software,OPEX,Actual,-6900.98,EUR,Planning
TXN0001945,2023-10-05,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-17994.81,EUR,Planning
TXN0019943,2024-05-04,Spain,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-9041.92,EUR,ERP
TXN0001451,2023-08-03,Spain,B2B,Corporate Sales,6300,Travel & Expenses,OPEX,Actual,-4039.77,EUR,Planning
TXN0016764,2024-02-19,Germany,Digital,IT & Data,4000,Product Revenue,Revenue,Budget,31352.81,EUR,ERP
TXN0004202,2024-06-30,Spain,B2B,Finance,6300,Travel & Expenses,OPEX,Budget,-4632.56,EUR,ERP
TXN0005720,2023-12-01,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-3599.21,EUR,Planning
TXN0009094,2024-12-17,Germany,Digital,IT & Data,4000,Product Revenue,Revenue,Actual,39571.65,EUR,ERP
TXN0002404,2024-02-07,France,Retail,Sales,6200,Cloud & Software,OPEX,Actual,-12866.18,EUR,CRM
TXN0019571,2023-02-07,Germany,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,13023.63,EUR,ERP
TXN0012880,2024-02-25,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Budget,-23554.22,EUR,ERP
TXN0010456,2023-01-04,Germany,Retail,Sales,6400,Marketing Spend,OPEX,Actual,-6070.98,EUR,ERP
TXN0009223,2023-11-11,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Budget,-9548.78,EUR,CRM
TXN0018716,2024-04-19,France,B2B,Finance,6500,Professional Services,OPEX,Actual,-5621.02,EUR,ERP
TXN0014165,2023-10-15,Germany,B2B,Finance,4010,Service Revenue,Revenue,Actual,48260.67,EUR,ERP
TXN0011960,2024-05-01,Germany,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,29051.81,EUR,ERP
TXN0002169,2024-11-15,France,B2B,Corporate Sales,6400,Marketing Spend,OPEX,Actual,-3277.74,EUR,ERP
TXN0013933,2023-06-16,Germany,B2B,Finance,4000,Product Revenue,Revenue,Actual,28007.05,EUR,CRM
TXN0007426,2024-12-26,Spain,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Budget,-11724.06,EUR,ERP
TXN0019264,2024-12-09,Germany,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-54067.49,EUR,CRM
TXN0013228,2023-03-23,France,Retail,Sales,6200,Cloud & Software,OPEX,Actual,-15080.49,EUR,ERP
TXN0018145,2024-05-11,France,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,66654.28,EUR,ERP
TXN0010629,2024-05-22,Germany,Retail,Retail Operations,6200,Cloud & Software,OPEX,Budget,-10119.92,EUR,Planning
TXN0009842,2023-10-12,Spain,Retail,Retail Operations,6500,Professional Services,OPEX,Budget,-12245.35,EUR,ERP
TXN0012725,2024-11-03,Spain,Retail,Retail Operations,6300,Travel & Expenses,OPEX,Actual,-9809.69,EUR,ERP
TXN0015187,2023-01-16,France,Digital,Marketing,4010,Service Revenue,Revenue,Actual,43271.64,EUR,Planning
TXN0001214,2024-09-25,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Budget,-42110.87,EUR,CRM
TXN0014823,2023-08-05,Germany,Retail,Retail Operations,6400,Marketing Spend,OPEX,Actual,-19617.06,EUR,Planning
TXN0010812,2024-06-17,Spain,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-22055.06,EUR,ERP
TXN0017471,2023-02-25,France,Retail,Sales,4000,Product Revenue,Revenue,Budget,36139.02,EUR,CRM
TXN0011931,2023-06-13,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Budget,-36767.78,EUR,ERP
TXN0019348,2024-01-26,France,B2B,Finance,6200,Cloud & Software,OPEX,Actual,-4634.76,EUR,CRM
TXN0005479,2023-03-10,France,B2B,Finance,6100,Salaries,OPEX,Budget,-2713.52,EUR,ERP
TXN0010275,2023-06-21,Spain,Retail,Sales,6200,Cloud & Software,OPEX,Actual,-7930.72,EUR,CRM
TXN0008271,2023-09-09,France,B2B,Finance,4000,Product Revenue,Revenue,Actual,10259.47,EUR,Planning
TXN0009882,2024-09-19,France,Retail,Sales,4010,Service Revenue,Revenue,Actual,23291.25,EUR,ERP
TXN0017943,2024-09-17,France,Retail,Sales,6100,Salaries,OPEX,Budget,-6057.53,EUR,ERP
TXN0000745,2024-08-04,Spain,Retail,Retail Operations,6300,Travel & Expenses,OPEX,Actual,-6712.25,EUR,ERP
TXN0002913,2023-12-11,France,Digital,Marketing,6100,Salaries,OPEX,Actual,-10218.85,EUR,CRM
TXN0017945,2024-12-05,France,B2B,Finance,6400,Marketing Spend,OPEX,Actual,-8141.94,EUR,ERP
TXN0014272,2024-05-09,France,Digital,IT & Data,6100,Salaries,OPEX,Actual,-24368.37,EUR,ERP
TXN0019188,2024-04-10,France,B2B,Finance,6100,Salaries,OPEX,Actual,-5995.59,EUR,CRM
TXN0018154,2024-08-21,France,Digital,Marketing,6100,Salaries,OPEX,Budget,-6642.46,EUR,ERP
TXN0016012,2024-05-28,France,Digital,Marketing,4010,Service Revenue,Revenue,Actual,120381.05,EUR,ERP
TXN0004462,2023-09-05,Germany,Digital,IT & Data,6100,Salaries,OPEX,Budget,-4316.94,EUR,ERP
TXN0014371,2023-01-28,France,Retail,Sales,6500,Professional Services,OPEX,Actual,-5538.26,EUR,Planning
TXN0015677,2023-09-04,Spain,Retail,Sales,6100,Salaries,OPEX,Budget,-2329.6,EUR,ERP
TXN0007730,2024-11-24,Germany,B2B,Corporate Sales,6400,Marketing Spend,OPEX,Budget,-10125.42,EUR,ERP
TXN0016223,2024-04-21,France,Retail,Sales,6100,Salaries,OPEX,Actual,-7275.85,EUR,CRM
TXN0000730,2024-04-25,Spain,Retail,Sales,6100,Salaries,OPEX,Actual,-1767.07,EUR,ERP
TXN0018052,2024-01-19,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-16135.71,EUR,ERP
TXN0001641,2024-06-11,Germany,Retail,Sales,4000,Product Revenue,Revenue,Actual,15351.16,EUR,ERP
TXN0012632,2024-01-05,Spain,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Budget,-20109.92,EUR,Planning
TXN0009971,2023-05-26,Spain,Digital,Marketing,6300,Travel & Expenses,OPEX,Budget,-4618.25,EUR,CRM
TXN0008797,2023-09-01,France,Digital,IT & Data,6100,Salaries,OPEX,Budget,-11244.41,EUR,ERP
TXN0000543,2023-05-23,France,Digital,IT & Data,4010,Service Revenue,Revenue,Actual,45612.21,EUR,ERP
TXN0008205,2023-11-18,France,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Actual,-11691.47,EUR,CRM
TXN0017767,2023-03-29,France,Retail,Sales,6100,Salaries,OPEX,Actual,-11820.08,EUR,CRM
TXN0017334,2023-11-30,Spain,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Budget,-69119.95,EUR,ERP
TXN0000147,2023-01-26,France,Digital,IT & Data,6500,Professional Services,OPEX,Actual,-1311.59,EUR,ERP
TXN0013496,2024-01-20,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,21022.58,EUR,ERP
TXN0011669,2024-03-30,France,Digital,Marketing,4000,Product Revenue,Revenue,Actual,85394.23,EUR,ERP
TXN0000242,2024-03-02,France,Retail,Sales,6100,Salaries,OPEX,Actual,-1711.71,EUR,ERP
TXN0005862,2024-03-10,Spain,Retail,Sales,4010,Service Revenue,Revenue,Actual,62482.33,EUR,ERP
TXN0003965,2023-05-27,Spain,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,65278.14,EUR,Planning
TXN0007592,2024-04-22,Germany,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-36745.01,EUR,Planning
TXN0005027,2023-07-05,France,Digital,Marketing,6100,Salaries,OPEX,Actual,-6193.59,EUR,ERP
TXN0010318,2023-11-29,Germany,B2B,Finance,4010,Service Revenue,Revenue,Actual,114516.88,EUR,CRM
TXN0001953,2023-02-22,France,Retail,Retail Operations,6400,Marketing Spend,OPEX,Budget,-2102.48,EUR,ERP
TXN0015547,2024-05-10,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,61549.05,EUR,ERP
TXN0012084,2023-01-05,France,Retail,Retail Operations,6200,Cloud & Software,OPEX,Budget,-5779.1,EUR,ERP
TXN0001595,2024-05-28,France,Retail,Sales,4010,Service Revenue,Revenue,Actual,25322.3,EUR,Planning
TXN0015095,2023-07-18,Germany,Digital,IT & Data,6100,Salaries,OPEX,Actual,-5591.22,EUR,ERP
TXN0009163,2024-04-29,France,Digital,IT & Data,6100,Salaries,OPEX,Budget,-4959.23,EUR,ERP
TXN0016445,2023-09-05,France,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Actual,-19612.29,EUR,ERP
TXN0019120,2024-05-08,Spain,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Budget,-16570.53,EUR,ERP
TXN0017816,2024-08-17,France,Retail,Sales,4000,Product Revenue,Revenue,Budget,45544.33,EUR,ERP
TXN0005835,2023-07-06,France,Digital,IT & Data,5000,Cost of Goods Sold,COGS,Actual,-19468.22,EUR,Planning
TXN0004374,2024-08-21,France,Digital,IT & Data,6200,Cloud & Software,OPEX,Actual,-5141.34,EUR,Planning
TXN0009377,2023-11-04,France,Retail,Sales,4000,Product Revenue,Revenue,Actual,23689.64,EUR,ERP
TXN0015873,2023-04-12,France,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Budget,-5859.37,EUR,ERP
TXN0002079,2023-07-08,France,B2B,Finance,4000,Product Revenue,Revenue,Budget,33577.76,EUR,ERP
TXN0019741,2024-08-17,Germany,Retail,Sales,5000,Cost of Goods Sold,COGS,Budget,-35496.58,EUR,Planning
TXN0010064,2024-09-14,France,B2B,Corporate Sales,6300,Travel & Expenses,OPEX,Budget,-5746.72,EUR,ERP
TXN0011652,2023-04-26,Germany,B2B,Finance,4010,Service Revenue,Revenue,Budget,100884.97,EUR,Planning
TXN0016761,2024-05-01,Germany,Digital,Marketing,6200,Cloud & Software,OPEX,Actual,-11632.76,EUR,ERP
TXN0009661,2023-05-16,France,Digital,IT & Data,4000,Product Revenue,Revenue,Budget,19040.46,EUR,ERP
TXN0000001,2023-03-07,Germany,Retail,Sales,6300,Travel & Expenses,OPEX,Budget,-16157.8,EUR,ERP
TXN0005509,2024-02-19,France,Digital,Marketing,6500,Professional Services,OPEX,Actual,-13382.15,EUR,CRM
TXN0004848,2023-03-12,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-19964.96,EUR,Planning
TXN0006127,2023-05-01,Spain,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,67059.33,EUR,ERP
TXN0006550,2024-05-29,Germany,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,26338.15,EUR,ERP
TXN0002145,2023-09-23,France,Digital,Marketing,5000,Cost of Goods Sold,COGS,Actual,-27687.02,EUR,Planning
TXN0014236,2024-05-19,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-16234.66,EUR,ERP
TXN0018525,2024-06-17,France,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-14109.4,EUR,CRM
TXN0007203,2023-07-13,Germany,Retail,Sales,6500,Professional Services,OPEX,Actual,-5894.28,EUR,ERP
TXN0006660,2023-06-13,France,Retail,Sales,4010,Service Revenue,Revenue,Actual,44856.23,EUR,CRM
TXN0002067,2024-06-14,France,Digital,IT & Data,4010,Service Revenue,Revenue,Actual,54082.63,EUR,Planning
TXN0018065,2023-12-04,Spain,B2B,Finance,4000,Product Revenue,Revenue,Actual,49760.76,EUR,CRM
TXN0011369,2024-09-16,France,Digital,IT & Data,4000,Product Revenue,Revenue,Budget,37127.17,EUR,ERP
TXN0015260,2024-09-04,France,B2B,Corporate Sales,4010,Service Revenue,Revenue,Actual,7782.31,EUR,ERP
TXN0002272,2023-08-21,France,B2B,Finance,4000,Product Revenue,Revenue,Actual,34354.49,EUR,Planning
TXN0007357,2023-08-06,Germany,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-12406.43,EUR,CRM
TXN0019796,2024-08-05,Spain,Digital,Marketing,5000,Cost of Goods Sold,COGS,Actual,-13895.4,EUR,ERP
TXN0011786,2024-01-14,Spain,Retail,Retail Operations,6500,Professional Services,OPEX,Actual,-3801.96,EUR,Planning
TXN0008786,2024-01-15,France,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,62258.39,EUR,ERP
TXN0005395,2024-02-02,France,Digital,IT & Data,6100,Salaries,OPEX,Budget,-3728.89,EUR,Planning
TXN0018143,2023-02-20,Germany,B2B,Corporate Sales,5000,Cost of Goods Sold,COGS,Actual,-11441.93,EUR,ERP
TXN0005599,2024-07-04,Germany,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-23584.9,EUR,ERP
TXN0018979,2024-07-11,France,B2B,Corporate Sales,6100,Salaries,OPEX,Budget,-4870.66,EUR,ERP
TXN0007516,2023-07-23,France,B2B,Finance,6100,Salaries,OPEX,Budget,-5651.64,EUR,Planning
TXN0008892,2023-12-01,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,48523.3,EUR,CRM
TXN0009060,2024-02-07,France,Retail,Retail Operations,6400,Marketing Spend,OPEX,Budget,-2060.04,EUR,ERP
TXN0007251,2023-09-07,Germany,Retail,Retail Operations,6100,Salaries,OPEX,Actual,-11175.54,EUR,ERP
TXN0014803,2023-09-18,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,32931.18,EUR,ERP
TXN0018908,2024-05-02,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Budget,23288.49,EUR,ERP
TXN0008289,2024-01-09,France,B2B,Finance,5000,Cost of Goods Sold,COGS,Budget,-26377.66,EUR,ERP
TXN0018367,2024-06-24,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,20989.07,EUR,Planning
TXN0016616,2024-05-02,France,B2B,Corporate Sales,6100,Salaries,OPEX,Actual,-19176.03,EUR,ERP
TXN0003596,2023-07-31,Germany,Digital,Marketing,6200,Cloud & Software,OPEX,Actual,-10222.39,EUR,ERP
TXN0017581,2024-08-09,Spain,Retail,Sales,6500,Professional Services,OPEX,Budget,-4562.27,EUR,ERP
TXN0008230,2024-07-15,Germany,Retail,Retail Operations,4000,Product Revenue,Revenue,Actual,42774.22,EUR,ERP
TXN0012144,2023-02-06,France,B2B,Finance,6500,Professional Services,OPEX,Budget,-9117.27,EUR,CRM
TXN0003634,2024-07-09,France,Retail,Retail Operations,6100,Salaries,OPEX,Budget,-12006.63,EUR,ERP
TXN0007948,2023-05-24,Germany,Retail,Sales,4000,Product Revenue,Revenue,Budget,45954.26,EUR,ERP
TXN0010159,2024-10-30,France,B2B,Corporate Sales,4000,Product Revenue,Revenue,Budget,188863.42,EUR,ERP
TXN0004982,2024-12-02,Germany,Digital,IT & Data,6400,Marketing Spend,OPEX,Actual,-7071.02,EUR,ERP
TXN0005113,2024-12-26,Spain,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-50290.85,EUR,ERP
TXN0018991,2023-04-19,Germany,Retail,Retail Operations,6400,Marketing Spend,OPEX,Budget,-2224.43,EUR,ERP
TXN0017503,2023-11-29,Germany,Retail,Sales,4000,Product Revenue,Revenue,Actual,11335.36,EUR,ERP
TXN0005195,2023-09-28,Germany,B2B,Corporate Sales,4010,Service Revenue,Revenue,Actual,47371.23,EUR,ERP
TXN0004029,2024-05-19,Germany,Digital,Marketing,4010,Service Revenue,Revenue,Budget,48509.29,EUR,Planning
TXN0009040,2023-06-29,Spain,B2B,Corporate Sales,4010,Service Revenue,Revenue,Actual,28263.8,EUR,CRM
TXN0018492,2024-03-10,France,B2B,Finance,6100,Salaries,OPEX,Actual,-4503.11,EUR,ERP
TXN0007883,2024-11-08,Germany,B2B,Corporate Sales,4000,Product Revenue,Revenue,Actual,33754.71,EUR,ERP
TXN0004345,2023-10-01,France,Retail,Retail Operations,4010,Service Revenue,Revenue,Actual,21816.48,EUR,CRM
TXN0012079,2024-08-25,Spain,Retail,Sales,4000,Product Revenue,Revenue,Actual,59787.78,EUR,CRM
TXN0009451,2024-07-15,Spain,Digital,Marketing,6100,Salaries,OPEX,Actual,-8026.27,EUR,ERP
TXN0015887,2023-06-03,France,Retail,Retail Operations,5000,Cost of Goods Sold,COGS,Budget,-52384.73,EUR,ERP
TXN0007331,2023-07-02,France,Digital,Marketing,5000,Cost of Goods Sold,COGS,Actual,-32646.18,EUR,CRM
TXN0007306,2023-08-15,Spain,Retail,Sales,5000,Cost of Goods Sold,COGS,Actual,-30527.5,EUR,Planning
TXN0004098,2023-04-18,France,Digital,IT & Data,6100,Salaries,OPEX,Budget,-10983.54,EUR,ERP
TXN0001176,2023-09-05,Germany,Retail,Retail Operations,6200,Cloud & Software,OPEX,Actual,-2370.08,EUR,ERP
TXN0009015,2024-09-20,France,Retail,Sales,6100,Salaries,OPEX,Budget,-14831.65,EUR,Planning
